preference,radius,percent_hetero,segregation,num_steps,city_size
0.2,7,0.4,0.549143032825423,10000,50
0.2,7,0.4,0.5500198879957239,10000,50
0.2,7,0.4,0.5510211490983803,10000,50
0.2,7,0.4,0.5520800553242836,10000,50
0.2,7,0.5,0.5445158842093298,10000,50
0.2,7,0.5,0.5450109961876156,10000,50
0.2,7,0.5,0.5453164601606919,10000,50
0.2,7,0.5,0.548125828353254,10000,50
0.2,7,0.5,0.5502921908898386,10000,50
0.2,7,0.6000000000000001,0.5458870177769334,10000,50
0.2,7,0.6000000000000001,0.5497101809390696,10000,50
0.2,7,0.6000000000000001,0.551236618234515,10000,50
0.2,7,0.6000000000000001,0.5530724852393766,10000,50
0.2,7,0.6000000000000001,0.5534749575079299,10000,50
0.2,7,0.7000000000000001,0.5447990483076024,10000,50
0.2,7,0.7000000000000001,0.5462895032022183,10000,50
0.2,7,0.7000000000000001,0.549054322597843,10000,50
0.2,7,0.7000000000000001,0.550623932227263,10000,50
0.2,7,0.7000000000000001,0.5540436283674628,10000,50
0.2,7,0.8,0.5502787500059545,10000,50
0.2,7,0.8,0.550665400933387,10000,50
0.2,7,0.8,0.5519929451052489,10000,50
0.2,7,0.8,0.5537689855246498,10000,50
0.2,7,0.8,0.5547133904491008,10000,50
0.2,7,0.9,0.5452866622188017,10000,50
0.2,7,0.9,0.5462706679573998,10000,50
0.2,7,0.9,0.5467281198992014,10000,50
0.2,7,0.9,0.5518274948248252,10000,50
0.2,7,0.9,0.5573269871707273,10000,50
0.25,1,0.0,0.6397333333333334,207,50
0.25,1,0.0,0.6404,225,50
0.25,1,0.0,0.6416666666666666,217,50
0.25,1,0.0,0.6528666666666666,249,50
0.25,1,0.0,0.6536,252,50
0.25,1,0.1,0.6251,10000,50
0.25,1,0.1,0.6322666666666666,10000,50
0.25,1,0.1,0.6348,10000,50
0.25,1,0.1,0.6363666666666667,10000,50
0.25,1,0.1,0.6369,10000,50
0.25,1,0.2,0.6141,10000,50
0.25,1,0.2,0.6180333333333333,10000,50
0.25,1,0.2,0.6194666666666666,10000,50
0.25,1,0.2,0.6216333333333333,10000,50
0.25,1,0.2,0.6243333333333334,10000,50
0.25,1,0.30000000000000004,0.6038,10000,50
0.25,1,0.30000000000000004,0.6077,10000,50
0.25,1,0.30000000000000004,0.6102666666666667,10000,50
0.25,1,0.30000000000000004,0.6127333333333334,10000,50
0.25,1,0.30000000000000004,0.6228666666666666,10000,50
